post_id,post
123,Cancer has basic has had destroyed my life
124,"So much has happened in my life, since childhood. My father was very strict, my mum had mental health issues since childhood. We were sent to my Nan's when mum was not good and we were often by my dad that we would be sent to an orphanage. Whenever they had an argument I was told it was my fault, I believed that because mum got pregnant with me, they had to get married. I was often left out, whilst my sister was loved by everyone, I have always loved her, she is my rock. When I was 17/18 I got my first job, where I was groomed and sexually assaulted by my boss. At the same time, my parents separated and my mum took my two sisters to live in another town, then a couple of weeks later, my dad moved out and I was left alone. I often wondered why I was left behind, that I was so unloved. I have no happy memories of my childhood, I remember hugging my dad once and he told me to get away and pushed me away. I never hugged him again. Throughout my life I thought I had friends but I've found that most of them talk to me only because of my husband. I worked hard and had a good reputation and then I started working where I work now. I didn't notice at first how toxic the environment was until I found out my boss was telling everyone how useless I was at my job. Apparently my boss told other staff what a terrible person I was, how I couldn't do my job and told stories about me. I couldn't figure out why colleagues stopped talking to me. I decided to resign and another manager stopped me, a few weeks later, my boss was investigated and had her contract terminated. I have spent the last couple of years trying to unravel the lies spread but it has been hard. In the meantime, I have had breast cancer and a heart attack and I am not the person I used to be. Now my marriage is in name only, and my husband who says he loves but he no longer shows affection or sleeps withe me. I'm tired of this existence."
125,"Hello Everyone, I just wanted to say hello to everyone in this group who may be struggling at this time to be able to talk to someone and get the support of resources that they may need at this time.I am presently trying to focus on recovery after being in two NPD relationships back to back.I learned a lot but it was also extremely traumatic and I have so much too unpack. ONE of the biggest things is how to have healthy relationships, set boundries and gain my own self worth and just plain saying no and putting myself first.Some of the things a NPD doesnt want you to do is be empowered so its unlearning all of that so your not absolutely miserable. Its amazing that we give so much away in the name of love only to have someone completely abuse it. I am the only one who can say no and no again and I want to exercise that right. Anyone who loves and supports you will work with your needs and not need to take so much.You may not be in this place and time in your own recovery as everyones story is different but I do hope that you have some support or are on your way to being able to reach out for it. Please do we are not the product of the NPD relationship we are so much more than that."
126,"I’ve been coerced into sex by someone who I thought was a mentor and a leader in human rights.I respected and admired him lots.He’s a researcher, a women’s rights defender, and runs a civil service organization. He approached me romantically and coerced me into sex, making me feel trapped and confused. We were in a relationship, but the whole time, I felt pressured and controlled. The event happened before I came to Australia. I was staying in Thailand at the time because of the conflicts in my home country. There were some times I was sick, intoxicated, or under his influence, and he used that to manipulate me. I initially resisted even his kiss,but it felt impossible to escape later days because of his repeated attempts and influences. Looking back, I now realize that what he did was wrong, but at the time, I didn’t understand it fully. What hurts the most is the disbelief and blame I’m facing from others, especially on social media. People don’t understand coercive control and rape, and it feels like no one believes me. He kept reaching out to me online, using me as a sex object, and I’m devastated by how he used me for his own purposes. I feel worthless, like I’ve lost my dignity and self-worth. The trauma, nightmares, and pain are overwhelming. I’m seeing a therapist almost every day to try to make sense of it, but it’s hard to cope when society and the connections he has make me feel so alone. I feel like no one understands what I went through."
127,Hi I am 15 I struggle with sister problems I am the youngest I have fear of abandonment in 2023 my middle sister who is now 17 left because she couldn't handle the answer no it has a huge affect on me ahe is constantly saying awful things about me online and ahe calls me all these names what do I do as I cant respond or in her eyes it's abuse and as of safe environments she has ruined school for me as I get called names and things thrown at my head
128,"I took my kids to my home country for a visit earlier this year. I have been low contact with my father for around a year. It started out when I couldn't handle his lack of effort anymore. I would often send him pictures of my kids (school, outings etc) and tell him stuff. His response was mostly a thumbs up or at best - a ""how nice"" comment. My low contact began as a test: if I stop writing will he notice and reach out. Will he miss me? Well that was a big fat no to that last question. I've heard nothing and his effort in communicating with me is pure business ""I've put money over for the kids birthdays"" (IF he remembers that is.)Our visit home was the same lack of effort. We lived at my mums place while back visiting and she was pressuring me to go spend a week at dads house. I told her that made me feel very uncomfortable - I don't want to stay in a place that puts my entire body in alarm. And being around my dad does just that.I told him I'd be happy to meet up somewhere (picnic, forest trip) but that I didn't not want to sleep at his house. I have a child who is neurospicey and forming a base somewhere is important for his well-being. I have come to realise my communication with him is purely from a place of being an obedient daughter who is always ""nice"" and let people walk all over her. And my mum expects the same of me. Kindness, self-sacrificing and ignore your gut-feeling.I was never expected to move away. I was never to have dreams of my own. I was meant to stay in my home town, obey and serve my family. In stead I moved to another country and is now realising that if I hadn't I would've been miserable forever. And I can see now, that my dads behaviour...my own two brothers behaviours and my mums also, when I speak up and ask ""why can't we communicate more often? Why can you be so generous with your time when we visit home but cut me off when I go back to Aus?"" ...is all about punishment. I moved away where they wanted me to be bound to them forever, in servitude. Because I am told I should just move back home if I want to talk more often. Where realistically they could press a button and instantly send me a message IF they wanted to. Happy new years and realising my family of origin is the toxin."
129,"Hi there, I won't be able to write everything down so I'll try and get to the point of everything that has happened to me in the last 9 months. For ref I'm a 31 yr old mother of 3 young children and a wife. I've never struggled with mental health in my life up until now I'm having a complete mental breakdown and am just now seeking help so I can find myself again. I was sexually assaulted by my brother in march. I still can't wrap my head around it and I should've got help then. I hid it from my husband and family for about 4 months before I broke down and told my husband. It is so far from anything anyone ever expected. I don't really know what I'm trying to get out of writing this on here. Sorry to change direction but it will tie in at the end... I have a very toxic, emotionally abusive and narcissistic mother. She is a horrible human who I've called out many many times for her words and actions. I have cut her off many times throughout my life and she has always squeezed back in only to hurt me again. However she is now no longer in my life as of about 2 months ago and I will not allow her back again. But the thing is I told my mum this had happened to me about 6 months ago and she unloaded on me and told me he had also been doing it to our mum for about 4 years (I'm his biological sister and mum is his both our biological mum) it's so screwed up. I also found out my dad knew (mum and dad have been divorced 10 years) and he invalidated her and failed to get my brother help. I no longer talk to my brother obviously and had to grieve our sibling relationship whilst also dealing with what he'd done to me and our mum. I also have another brother I don't talk to as he has bipolar and depression and fails to seek help and he tried to bash me so I have an AVO on him. I have a sister as well who also has children and we were incredibly close, but in spetember she abused me verbally and harassed me because I had made the choice to cut off my mum. She never understood or listened to me when I would tell her what our mum had done to me and how toxic she was. So I've recently had to lose my sister too, and my children their cousins... There's just so much to unpack and so much I need to talk about, I'm getting a mental health plan on Monday from my gp and getting as much help in the meantime as I can. I've been using alcohol and drugs to escape. But I had a massive break down two weeks ago and since have completely stopped drugs all together and won't use them again. However alcohol is still a problem and I'm trying to get help for that too. This year I also got married, had major surgery, sold our house and our business. I think I was just trying to hold it all in and hold myself together for too long and now I'm broken. I don't even know myself anymore. Sorry for the massive read x"
130,"I feel like everyone hates me. I feel like I'm not a good person. Every person I come into contact with ends up most likely hating me. I should never have kids, marriage or a career because I don't deserve good things. I had a romantic interest recently who got upset with me because I was checking in to see if they were OK and they thought I wanted to speak to them every moment of the day but they went quiet and when I checked in they were snappy and defensive. And I told them their attitude hurt my feelings and then they posted on social media how I showed my true colours. I'm not a good person. Everyone truly hates me. My ex friends. My ex partners. My estranged mum. Everyone hates me."
131,"6 years ago today an event occurred that changed my life forever. I went to work, and 18hours later when I finally walked out of that place I was never the same again. Looking about at the person I was before it, and who I am today....I can only describe it as losing my soul, the guy I used to be ceased to exist. I've lost so much, my home, my life, my drive and any sense of happiness or enjoyment in the short journey of life. I'm resigned to the fact that I'm never coming back, no treatment, medication or self will can ever remove this pain I live with daily. Everyone I know tells me that they believe in me, they believe I'm still inside and they believe that I can overcome this. But they're wrong, the person I used to be could of overcome those things, im not that person anymore. No one seems to understand, it's like my mind and soul left my body that day...but my body kept living. There's no better life in the future, just more days of pain and suffering. I didn't ask for this to happen to me, im not a religious person but I find myself asking god did I do something in another life to deserve this punishment. For someone whose job was to lock evil up to protect the innocent, I am now a prisoner inside my own mind. Yet, there is no key for this door and no one can hear me screaming to be let out. I look forward to the day I see that light shine through the darkness and im finally at peace I'm not at risk, it's just a very hard day for me."
132,"Hey everyone im Jessie, I've recently been through a horrible stage in my life. I was sexually assaulted in my sleep from a close friend. Cops can't do anything !! Lost alot of friends that weren't really my friends.. small town big talk, he's also the drug dealer of the town, I just want to leave"
133,"How does anyone have the guts to tell a vulnerable child that they’re unwanted? To make them feel like they don’t matter? To bully them and shame them for every little thing they do? In school, I was teased, excluded and put down by many of my peers. Not many people wanted to be my friend, nor did they want to be my partner when it came to group work. In recess, people would always put me last in their games and make fun of me. The teachers would also shame me if I couldn’t do my work or if I did something wrong in the yard. Not once did they offer any compassion; they rubbed it all in my face and made me feel like I was a bad person. They yelled at me and they didn’t care whether they shamed me in front of other students or not. The home environment was no different. It was just as tormenting at school, except it felt more painful. When the people who were supposed to be your biggest allies hurt you, you suddenly realise that there’s no one in the world you can ever trust. As an adult now, I see people who have friends and others who care about them while I wallow away at my feelings and struggle to move on in life. Why couldn’t I have had the same? Why was I never loved? Why did I deserve to go through all this suffering? Is it really true that no one cares about me?"
134,"Hey there, this is my first time here and first time posting. Last year I was sexually assaulted by a ""friend"" after I came out as trans to them. I don't particularly want to go into that, but the thing that is really plaguing me is that my friends chose to believe the assaulter rather than me. It took me a bit to get the guts to tell my friends, and its clear that during that time the assaulter ""prepared"" or something. After the whole ordeal, I was quickly abandoned by most of my friends and I now have one friend left. He's been my friend for over a decade. However, he's clearly part of that groups mentality. Just a couple of examples: I told him of what happened, and then only a week later he invited the assaulter to our discord server so we could play together again. I decided to leave the server because I didn't want to be around him, and my friend responded with annoyance and mentioned how ""inconvenient"" it is for him to have deal with me leaving the server. On top of that, he constantly talks about the assaulter and all the fun they've been having together with the group. All things that I use to be able to be a part of, but now don't want to because of obvious reasons. It's very clear that he wants me to ""Get over it"" and just make up with the assaulter or something. It only really hit me today how messed up this is. I'd really like to hear what others think about this situation. Thanks, Violet"
135,Hi. I need advice and guidance on how to deal with overcoming multiple failed IVF cycles. The book is closed on trying any more due to age etc... but I am left with emotional scars that feel like they will never go away. I'm stuck in just being upset and don't know how to move through this stage.
136,"Hi everyone, I want too start by saying that this is a positive step for me and any input will be appreciated whether negative or positive. There is a lot for me too unload emotionally and I’m not going to too go into all of my trauma right now in depth but it has left me with a lot of acronyms. I have ptsd, adhd and others but the main one is borderline personality disorder. I’ve spent 3 months in a psychiatric ward which were the best three months I loved it. I was surrounded by people in similar situations and I felt safe and understood. It’s been two years since my last stay. I have a family that are incapable of talking about there feelings and I’ve been alone for years . I’ve reached a point where the the only time I’m slightly ok is at work but when I’m home I cry until I go too sleep which I don’t get much of. The thing is I feel much better when I can use what I’ve learnt too help other people in a similar situation but I can’t forgive myself for my faults and apply the things I’ve learnt too my own life. I have no self worth. I’m not even sure what tge point of this message is or what I’m asking for. I’m ready too tap out. I need help, and too do that I’d like too help others."
137,"I was involved last November in a car accident while responding to a volunteer situation.My arm got severely injured. I have had a surgery and I am due for one in a couple of weeks and another down the track. All up, I was told it will take me up to two years, with little chance of regaining full motion. i have lots of trouble accepting the time frame, and in a way I think the extend of the injuries. I am active and all of a sudden, I need help for the basic things. i also have trouble dealing with the volunteering which I can’t do fully. I love that part, i love the people. Seeing all this and knowing I can’t do it just breaks me. My husband is part of the organisation too so I can’t disconnect completely, even for a little while. My husband says “i am not fun”. I know I have bad and good days, which is normal. This will change me I know. I know that done things will need to change but I can’t seem to accept my injury and what it means, not only now but for later."
138,"EMDR …. CBT. Has anyone gone through therapy for PTSD / Separation Anxiety with either of these? Seeking any thoughts, knowledge, experiences with either plus, if possible, and positives or negatives for either. My therapist keeps talking about me starting EMDR due to years of trauma initiating with suicide of an uncle when I was 9year old. Don’t know if I want to do EMDR. Having someone in my personal space I find leaves my feel nervous and on edge some times. Wanting to talk to my therapist at next session about me being involved and having a say as to type of therapy I feel I want to try. During last few months therapist has mentioned her high success rate when using EMDR. She has explained about EMDR but not about CBT or other therapies she is trained in"
139,"*Trigger warning - potentially very distressing* A couple of weeks ago I saw someone in town I knew. We were having a conversation when she began to express some generalised statements about a particular group of people. It progressively got worse into more blatant racism. I expressed that what she was saying was upsetting me. It then just got worse in terms of what she was saying and I found myself suddenly saying, ""I can't continue this conversation, I'm sorry"", and I just automatically left. The reason it was triggering for me is because a really gentle soul from my childhood was murdered with the perpetrators even admitting they did it on the basis of race. It was this same group of people the above mentioned person in town was referring to. I am being particularly vague so as to protect the identities of people affected. So all these sudden trauma emotions came up for me around this issue and that's why something in me just took over and I said I couldn't continue the conversation and left as a form of self-protection. The person I walked away from knows people in my unit complex and she has turned two of the residents against me. I am now dealing with daily comments that I hear clearly from the courtyard such as ""F#%k her"" and similar in reference to me. Today I wrote a one page letter to explain to the person I walked away from why her comments were so distressing for me, including explaining about the murder, and put it in her letterbox. I am hoping she may be more understanding as a result but not necessarily confident that will happen. I now feel persecuted in my small town because I took a stance against racist speech. I feel like I need to leave and I just don't fit here. I love the surrounding landscape and feel connected to that, but I feel I am out of place in this conservative town and unless the people currently hostile to me can come to understand my point of view and past experiences, I feel I am going to be in an awful situation daily from now on. Has anyone else ever dealt with anything like this? I actually feel unsafe and I already struggle with a whole lot of complex trauma issues around safety. I did talk to my psychologist today which was helpful. I am working on just standing tall and being straight forward and doing my best not to be intimidated. But I do feel very unwelcome here now. My closest friend in these units is my elderly neighbour who is now in hospital and so I'm concerned about her too. Just feeling very isolated."
140,"So as I’ve gotten older I’ve had these moments where memories from my child have popped into my head, driving or laying in bed at night or mid way through watching a movie, and they are of some traumatic moments from my childhood. Often it starts with things I remember but then moves into part of the memory I haven’t previously remembered. It isn’t always the whole thing either, it’s like there’s holes or parts missing but I know it belongs to part of that memory and I know there’s gaps in it. An example is tonight I remembered my suicide attempt while in high school, I haven’t thought about this in years or any part of it and then all of a sudden I remember putting on my school uniform on Monday morning as if nothing happened on Friday night and I didn’t spend all weekend in hospital. But then I don’t remember what came after that other then I remember one psychologist appointment 2 weeks after the attempt and then blank again. I then just sit there and question how I could have forgotten that? It was obviously such an awful time but it’s like it was wiped and then just popped back up tonight. I guess my question is, is this normal? Does it happen to other people because it’s only really started happening this year to me."
141,Massive trauma adding to my complex-PTSD from a hospital stay. These professionals are supposed to be people who we can confide in and trust them. My life hasn’t been the same since… Anyone else experienced a similar situation?
142,"Hi Beyond Blue community, I would like to share my story and battle with PTSD. I was a victim of domestic violence from my father, who suffered from bipolar disorder. After my mother and I escaped his abuse, I became her carer at the age of 13 as she battled a rare disease (AVM). This involved many traumatic events, including risky facial surgery, the smell of rotting flesh, bleeding from her mouth, and regular calls to triple zero. This horrible disease caused severe facial disfigurement as parts of her face had to be removed to eliminate the illness.Fast-forward to the present, my mother and I have been targeted by neighbours in a smear and hate campaign aimed at forcing us to move. We have been threatened, our property damaged, and harassed daily. I’ve had to take out personal safety orders and call the police almost every day. Sometimes, I’m too afraid to leave my mother alone at home while I’m at work. Unfortunately, this has been triggering my PTSD from the abuse I experienced in my childhood. It has affected my social interactions with work colleagues and others. I’ve struggled with suicidal thoughts and the overwhelming feeling of being stuck, as though nothing is improving.My goal is to escape this nightmare and start fresh, to prioritise my self-care and provide my mum with a safe environment where we can live in peace and rebuild our lives. I've had regular counselling and tried medication but until I escape this toxic neighbourhood I will never be free of this."
143,Can't access online chat.A window comes up to insert name and numberThen nothing happensNo button to press to continue
144,"My husband of 10 years has started therapy for porn addiction ,we’ve downloaded porn block and accountability software on his phone with his permission , the therapist has asked he disclose things and he has and I’m struggling big time ,I have a past history of trauma and cptsd ."
145,"Dear all, I don’t feel anything is enjoyable anymore. For example,if I play a game on the computer and then I am feeling, say uncomfortable,sad or anxious. The next time I see the game or try to play it, the same feelings I had at that time are attached to that particular activity. And I avoid it, to avoid feeling that same way again. All of the things I do are to distract myself from what I am feeling or trying not to think of ect. Does anyone have learned experience of how to make activities not like this or enjoyable again? I have avoided so many things because of these attached feelings. And I need to live my daily life again. Any advice would be much appreciated.Thank you,ABC01"
146,"I experienced abuse as a kid over many years and never spoke about it until I was in my 30's. Living most of my life without labels, it makes me cringe now when I hear people use the reference victim survivor. For me, it is unhelpful. How I feel can change from day to day. Sometimes I feel like a victim and other days I feel like a survivor but I find it more helpful to say that I experienced what I did. For me, it leaves room for me to grow, evolve and try and live my life the best I can. If I am told I'm a victim or survivor of something then that label sticks. And sure, we may well be a victim or a survivor of our past but I feel that it is so much harder to find ways to look towards a fresh chapter of life when we aren't given the chance to take our experiences with us, no matter how hurific the pain and how traumatic the experience, without the chance to choose for ourselves how we want to be seen. I don't hear of others feeling this way, and perhaps that's because the use of these labels in the media are so widely used and accepted, but I wondered what others who are being labelled feel about this?"
147,"so i have cptsd and i wanna know if anyone else is living like this. i feel like no one is gonna reply but i am desperate. i am fearful and scared all the time. like fearful for my life all day and all life. i am no longer in 'danger' and do not still live with my abusers but I still feel like I am unsafe. Its like being fearful of everything around me at all times. like even if no one is there, I am still looking behind me and chekcinhg everything all the time because I am scared. i also get really bad physical symptoms of the trauma, like vomiting and difficulty breathing. it is not just from time to time my heart is racing and i am scared - it is all the time. It does get worse when i have flashbacks etc but my constant state is fear. How am I supposed to live like this? is this just part of cptsd?"
148,"hi this is my first time doing this. But my dad had many different mental health problems and when he refused to take his meds by the time i was 2 he changed completely, like he was a sweet man that didnt like conflict. then up one day he was apparently in a state of psychosis. and i dont really understand different mental health terms but he was also schizophrenic and bi-polar. till i was about 7 my mum and baby sister and i lived through this and fast forward many years later i still get nightmares and i dont know how to handle a lot of the things in my life. my mum likes to bring up if we are in an argument that remind her of him and this hurts cause i remeber him as abusive and scary. i never know how to handle being told that. i guess i just want to know if anyone else gets what im saying?"
149,"Every morning I wake up knowing I have no one by my side. Every night I go to bed having been proved, yet again, that I have no one that cares for me. I see my kids, the only reason I am alive right now, and I know that they too will hate me one day or get sick of me like all the others have. I have gotten really good at half truths because if they all knew who I really was they would all hate me too or worse, use me and then leave.Just like mumJust like dadJust like my sisterJust like my husband I live in a busy house, I am a mother, a wife, a daughter, I keep a job, I socialise all while knowing fully well that none of the people I interact with will have my back or fight for me when I need them to. They never have and they never will."
150,"My long-distance best friend (known since high school) has been having a horrible time recently with lots of different situations merging and It seems to have become too much to deal with. I was only informed about his dissociative identity disorder earlier this year, and this has never happened before, or at least not to such an extent that I've noticed it/interacted with an alter (? I’m not actually sure if it's an alter this time around or a result of stress-induced amnesia as I don't want to pry). His condition has been somewhat inactive in terms of switching because if he had experienced switches before, it was not for long periods of time. I think it was more of an internal thing, but has suddenly become more severe. His ‘usual self’ is said to have gone dormant in a sense, due to the immense stress and lack of ability to process everything that is happening, and has been overtaken by a personality who has forgotten the details of the past year and lost passion for all his recent interests. Prior to this switch, he was EXTREMELY unstable, and I spent days trying to help him stay as calm as possible but the episodes were uncontrollable. Yesterday, there was a sudden change. He was being really incoherent and then asked who I was to him. He says he remembers me, but our other friends are blurry, he only recalls facts and not his feelings for them. He’s asking me all these questions about what happened in the lead-up so he can relay them to a psychologist he’s seeing next week. He's not cold towards me by any means, but there is a veil between us even though we're talking to each other easily. He's very analytical, trying to think through the things that occurred etc and taking notes. I’m just not sure if I'm approaching it correctly. I’m currently answering his questions and showing as much support as I can while trying to wrap my head around the shock of the whole situation. He says he doesn't know if the persona I'm familiar with will ever come back. I'm just clueless and lost at the moment, because he's my best friend and it hurts to see such a dramatic shift. Truthfully, I was slightly sceptical before this but the things we are talking about now would have caused endless arguments only a couple of days ago. Whatever happened, there is a tangible divide between who I'm talking to, and the friend I knew. Any advice is appreciated!"
151,"In summary:A lot of bad stuff happened in my life. Bad stuff is still happening. My upbringing and my attitude has turned me into a cynical, bitter man. I hate been this way. It would be liberating if all these thoughts, these memories would just disappear. But I need to find some way to accept it and move on. To not beat myself myself up every time I'm forced to turn the other cheek, or feel like a coward for not having been more assertive in the past. I don't want to be an old man and still be seething about something that happened in school for crying out loud! If anyone could offer some advice, it would be greatly appreciated. Context:- I am a 27 year old male (in case that has any relevance)- Bullied almost every day from Kinder to Year 11. I was even belittled by some of my teachers. Dropped out of school for this reason.- Constantly ridiculed and then back-stabbed by most of my so called friends.- Spent my pre-teen years with a step-father who used to verbally abuse my mum. Almost became physical at one point.- Came out of school riddled with depression and anxiety. Was forced to take anti-depressants. Things can only improve now, right?- Nope- 2015, forced out of our old unit by a new neighbour who threatened to physically assault me, and used his sons to intimidate us in our own home. Police did nothing besides give them a talking to.- 2016-22, more neighborhood dramas transpire because Mum decided it would be a good idea to try and open up a dialogue with the next door neighbours about the noise they were making. It went about as well as I expected.- Numerous police call outs, verbal abuse, vandalism, vicious rumours and a narrowly avoided brawl later, things are marginally better now since next door finally moved out. We still get glares and remarks from a couple of those who still reside in the complex. I still have a beef with this guy who keep putting rubbish in our letter box and staring me down every time I go out to walk my dog. He is the bane of my existence, but there is nothing I can reasonably do except to tolerate his nonsense, unfortunately."
152,"Hi, Well obviously this my situation. I was hoping to find others here that might have a similar background to chat with, it can be so hard to talk about this stuff with non-med people (and I mean no disrespect, it's just often graffic or upsetting to others). Im a 40 year old female that has spent the last 10years in the State Trauma Hospital as an Anaesthetic Technician. My PTSD was brought about after years of exposure to shocking traumas, deaths, and no support from management. I would love to hear from anyone that has a similar story, or just wants to chat. Cheers"
153,"Wasn’t sure what to list this under but I thought PTSD and trauma would be the closest thing since most of my thinking patterns have probably stemmed from that. It’s been a long time since I’ve written anything on here. I forgot this site existed for a long time, I forgot about my account, until just now. For a long time I thought I was fine without therapy, that I didn’t need it now. It’s clear to me now though that I need serious help. The way I treat myself sometimes is abusive. Even I know that. When I make a mistake I feel the need to punish myself and have sometimes hurt myself. I hold myself to an impossibly high standard and it’s physically and mentally killing me. I’m pushing myself so hard at work I’ve been throwing up during shifts. I’ve been neglecting my basic human needs in the pursuit of money, going all day some days without any food or water when it is easily accessible to me. Yet I still don’t eat or drink enough. Am I self sabotaging? It wouldn’t be the first time. I don’t expect anyone to respond to this but I just needed to vent and some people close to me are worried about me and I wanted them to know I’m serious about trying to get help."
154,"Hi,I have quite alot of trouble trying to believe people can think positively of me due to my abusive household growing up. It makes me so angry at points because im so convinced that my closest friends are thinking awful things about me, how im not special, that they like someone more than me therefore value them more, and it really impacts me. does anyone know anything that helps ease this feeling? i just for some reason find it so hard to shake, no matter how hard i want to believe people."
155,"Dear All,I have been diagnosed with PTSD since May this year.I have hardly had any treatment for it and would like to ask people who have: What treatments are available in Australia for PTSD?andWho provides them to you? I have a psychologist and treating psychiatrist. We tend to address anxiety and depression first in our sessions.Much appreciated for any answers. ABC01"
156,"I was approached by an insidious religious cult which has some very extreme and dangerous views. It is a patriarchal society where older males are in control of the group and women and children are reportedly forced into servitude to name just a few of their disgusting ideologies. Needless to say I made it clear that I was not interested in joining. The women in this cult are very young and I am old so why did they approach me? Easy, I'm an older, single, retired woman who lives alone, has mental health issues, has no support whatsoever, owns my own house and has a small amount of savings. If you join this cult your assets become their assets. I wish I could identify this cult so you could read about them on the internet. I can say that SBS ran a series on cults a few years ago and this cult was featured, except it was the US one which is where it originated from. I just need some support right now as I've never come across anything like them. The older men just seem to be playing with me like a cat with a mouse. It's their way of punishing me. I feel very isolated, disempowered and vulnerable. Merricat"
157,"Hello its been a while since I have been on here.Yesterday I witnessed a traumatic incident and have felt very sad and extremely low since. There has been some loss in my life over the past few years, not sure if this is the catalyst?I’m trying to go about my day(s) since this event however I am struggling, but don’t want to actually tell everyone what happened, how do I explain to others how I’m feeling, without having to explain the whole story, I’m fine with close friends but what about at work etc. any insight would be appreciated xx"
158,"Okay it sounds stupid of me, so please no disparaging remarks. Because no one is more disgusted by stupidly and gullibility than me. This is a long story and truly appreciate any who bothers to read the whole thing. I met a guy on a depression app, I was suffering from excruciating anti-depressant pill withdrawals. At first he provided friendship and daily 11 hour texting. He was like my saviour when I had no real life friends or family to depend on. It wasn't a dating app so nothing that conspired was something I predicted nor gave a thought to. My daily life with withdrawals was like walking through hell and he gave me endless support, kindness and advice. He told me from the start he was married and his wife cheated on him. In the early stages of friendship I tried to offer advice and suggestions about counselling etc. Although I was uncomfortable he showered me with Christmas presents and then a birthday present. I told him to stop since it made me uncomfortable. Months passed and a emotional bond was formed. He has two children and would show me videos of him feeding them or keep me informed of his activities as a dad. I use to ask him if he had anyone to help him and he would say no. He slowly painted a picture of somebody solely looking after his children and separated. After awhile the compliments came forward and slowly the language became more as a partner not a friend. I slowly developed feelings for him as we ended up being quite intimate. Only to discover after asking point blank about his wife and have him talk about her like it was an often spoken of topic. So all this time he lied by omitting his wife still did indeed live in the house."
159,Hi I was just wondering if i could find support for parental truma I don't live with them anymore I just wanna get through it
160,"Hi All, I have been working from home for the last four years and found that this has lead to Alcohol addiction ( I never used to drink prior ) and also a massive decline in my mental health and ability to socialise in general I even hate doing video links now. Has anyone else experienced this and what has helped?"
161,"Hi all, I am currently seeking advice on if I should reply to my past abuser (who is also my older sister), who reached out to me today.I've been having pretty bad nightmare about her since I found out other family members are back in contact to ""Give her a second chance"". For her to suddenly message me when we haven't spoken in many years has thrown me in a loop.My question is, is it worth the closure to hear what she has to say?Thank you for your time."
162,"Hi everyone, I haven’t been on here in so long but I need to talk about my friend. I was at a small party just with my close friends and the topic of sexual harassment came up, and my friend and I were drunk and she mentioned how her family member had tried to assault her. I asked her what happened and she described it to me, I asked if he had assaulted her or tried to, she described the situation and said she has blanks in her memories, but from what she said it sounds like he did. She also said that she went to her mother and she didn’t believe her. After this I was talking to her about it alone and she broke down and told me another incident with different family member. She broke down and kept saying it didn’t happen over and over and I don’t know what to do so I just kept saying I believe you and hugging her. She just went out after that and acted like nothing happened. Im so worried about her and I don’t know what to do, she says she can’t talk to her family and she can’t see a therapist so I just don’t know how to help her. I would appreciate any advice on how to talk to her or what to say, or how to deal with the situation, I seriously do not know what to do, I know I can’t fix her or anything but I want to support her best I can."
163,"Hi All, I’m posting it 1st time and trigger to post this is , a movie I watched is Addicted. I’m a male and I see myself having addiction like Zoe. I have always thought of sex outside of marriage. Now I'm wondering after watching this movie, I feel it is an addiction possibly due to my past?. In my past, my neighbor lured me for biscuits and sex with me. I had such encounters few times a week ,but never enjoyed it . Fast forward we moved away. I forgot about this whole thing till I had a girlfriend. I loved our time , companionship, she was beautiful and we kissed all the time we met. But one day when my girlfriend got nude I was scared, confronted and confused and lost interest , never proceeded further. I never had sex with my girlfriend. I was scared to get married due to my experience with my girlfriend but I read a book before my wedding night about intamacy within relationships. Fast forward I’m married and happy with my wife , kids. But for last few years I’ve fantasized having affairs outside marriage and it’s not happened as working , travel or with kids.But after watching this movie I felt my thoughts/cravings which often occur and disappear due to busy work just to resurface. Just curious if this is a symptom of addiction caused by my past. I would appreciate any advice to get better"
164,"I’m really struggling. It’s been a month since my partner and I broke up. He is an alcoholic. 3 years together. I still love him but he just flicked a switch and decided he didn’t feel the same way about me. I don’t have many friends, one that lives 2 hours away and one that is quite selfish. I have my mum n dad but they’re at a loss. I have 3 kids who are at their dad’s 50/50. So for a whole week I’m alone now. Whereas before I had my partner. We got along so well. He was never violent. He did say some mean things towards the end. He hadn’t dealt with past traumas. Hence the alcoholism. I’ve watched videos on it and learned that he may not have ever loved me the way I loved him. Alcohol really affects the brain. I thought I had found the one. Clearly I was mistaken. My friend says I need to ask myself why I feel unworthy of a healthy relationship. So hard to do when you feel like crap. I want to get past this. But I’m really struggling with my self worth & loneliness. While he’s just walked away and living his life. I’ll be getting an assessment for ADHD in December. I just want to get better. But I don’t know how. He was the first guy I truly loved."
165,"Before I dated my partner he has a pretty bad past, drug addiction, jail time and all that kind of stuff. He has come along way in dealing with this but he recently told me about an incident that happened to him as a child with an older male figure who touched him inappropriately on many occasions. While talking about this he became really emotional and I could tell that it brought up a lot of feelings he didn’t want to be feeling. The week that followed was a nightmare, he was gambling excessively and just being out of character, self sabotaging everything. Almost like he was doing things to block out what had been brought up?? Maybe?? Things have settled down again but a few days ago his brother posted something online revealing that the same thing had happened to him. My partner doesn’t know what if anything he should say to his brother, but I feel it would help him to know he isn’t alone in this. I want to help my partner deal with this , because I think it has impacted his life so negatively for his entire life, but I’m unsure what to say or how to handle this or what advice to offer. Does anyone have anything that can help?"
