post_id,post
119,"I've suffered from social anxiety most of my life. I've implemented ways to reduce this anxiety such as - the rare times I go out, I have a 'safe' person that I can talk to and I order most of my things I need online.I work full time and study online at uni and socialise well at work but I have trouble making friends in my home life. I've kind of accepted that this is who I am.The issue is: My anxiety has peaked the last few months and it's impacting my relationship with my husband. We're great together. We've been together 9 years, married for nearly 2 with a son.I've started to get a little paranoid. He hasn't done anything wrong at all but I keep thinking he's keeping things from me. The logical side of me knows he would never ever do this - he constantly reassures me he loves me and shows in actions too. He's a great husband. Tonight, I pretty much accused him of cheating. I know he wouldn't. There's zero evidence of him doing that too. He's attentive and loving towards me. My anxiety has peeked lately, and I have just over thought myself into thinking he's chatting up other girls. We had a big conversation, and he thinks it's a trust issue - maybe it is - but I really think it's a mental health issue. I've never had any thoughts of him ever cheating and I've always trusted him in the 9 years we've been together. Before I talked to him about this, I had thoughts of going through his phone. That was the last straw to me actually bringing the subject up. I wanted to talk to him before it got to the point of me actively invading his privacy. I love my family so much and we are such a great little team. My anxiety and paranoia are impacting my home life, and I really hate it.Does anyone have any advice or anything that has worked for them to help?"
120,I feel so down right now. My wife doesn't understand and often her actions are making me feel worse. Instead of being their for me and showing some support she goes off and has a drink with her friend.....a questionable friend because my wife has previous purchased smokes for us and groceries.
121,Hi I have had 2 full blown panic attacks at work. My baseline anxiety outside work is manageable but at work I am constantly fighting to keep it together.That despite Pschologist and medication help its been 9 weeks and I still need medication to get through my work day. the anxiety is palpable and slow lifts as home time approaches. I understand my brain associated work with danger due to previous panic attacks. medications have not really helped. anytime I am not engaged in a task at work I feel I am battling intrusive thoughts that I am about to panic. people have assured me it will get better meanwhile I feel it’s has not eased after 9 weeeks.
122,"I'm in my 50s and have a good job. I've been struck down with anxiety for 5 months now. I'm considering quitting my job and career due to the anxiety. I'm scared to do that but it's becoming harder each day to face work. I changed role but it hasn't helped much with reducing the anxiety. I feel like I have failed if I stopped working. I'm ok financially but still supporting one of my kids through uni. I want to have a break but feel if I do, my whole life will crumble. I need to hear from others on how they coped with anxiety."
123,"Hi, i have had problems with over thinking everything. If the phone rings i immediately think there is something wrong. Something i have done wrong and there is a problem. So i dont answer. This makes it worse because i worry about what it was about. This is with work, or even friends. Just freeze."
124,"Hi, I have had stutter and consequently severe speech anxiety from a young age. I am now 30 and am managing to work for a few days a week but I am very socially isolated and find it difficult to be in any form of social or group setting. Can you please provide some suggestions about how I can connect up with people in similar situations. Thank you"
125,Hi I haven’t done this before but l really like the idea and reading other people’s experiences is actually a positive as l realise l am not alone with coping with overthinking and catastrophising. It gets so hard the worry and uncertainty as l am looking for a job-went for 2 jobs and did not get them! Am an older worker and my confidence feels a big shot now! Some days it’s okay and then some nights it’s just awful as the anxiety grips me and l feel so fearful. I meditate and get through. But it’s not an easy time.
126,"Hello, I am a first year teacher and already feel burnt out and overwhelmed by teaching. I am at a pretty rough school and have some tough classes, and more often than not I am feeling anxious and panicked when I leave a lesson. I am constantly in a place where I know what I need to do in theory but it just doesn’t work when I try it. I am left feeling like I am not good enough for the job and often go home freaking out about what had happened that day, what that kid said to me, how my lesson didn’t go to plan. I know that I am just starting out and am still learning the ropes, but it is hard to not feel discouraged. I just want to be good at my job and I don’t think I am. I wonder if I am alone in this feeling and am not sure how to process this going forward. Is it just me? Thanks for listening."
127,"So I've struggled with anxiety since I was really really little. This year I've had some extra pressure put on me at school, and I've slowing been burning out and falling apart. The pressure to perform combined with general anxiety stops me from talking to people, celebrating birthdays, putting my hand up in class, doing oral presentations, lots of different things. I recently had a COMPLETE mental breakdown in front of an entire class, and am now mortified. Soon I'll be going to see a GP about it to try and see what can help, and I was wondering if anyone had any intermediary solutions or ways I could go about the conversation with a GP and the initial consultation with a psychologist? Thanks!"
128,"Is it just me or is agoraphobia the most nightmare of a condition to ever have im so depressed that at 30 years old i need to be on ndis but i dont know what choice I have i have been living with this for years since year 8 that's well and truly over 10 years and its just gotten worse and worse to the point im pretty much homebound and the only two things I can do is go to gym ans even sometimes I want to run from there and food shopping but in a free standing building and need a trolley . Im just feeling so frustrated im past crying ive had intrusive thoughts for the first time in my life of just wanting to end it I am so done with this life . I dont even feel like im living but just existing. Im so burnt out from it all that I domt even habe the energy to cry over this as im writing this which I usually would . Imnover waiting for ndis its been years i habe a social worker on board trying to escalate . But this ndis is such a joke and they have made it so much harder for the people that need to access it . I feel scared constantly in life and physically stuck and like I cannot do things . Its ruining friendships relationships my fsmily dont understanding. I just want to hop in a ball and cry im so done . Ive struggled to make friends up here in brisbane qld as it is . But this condition is just horrible . And tired of people making me feel like im been an emotional dumping ground snd like a burden when they just have noooo idea how much of a night mare this is , it is horrible"
129,"I have PTSD from natural disasters, I’ve been through many and survived, albeit had to start again from nothing. Currently, I feel like all my efforts get no reward, I’ve been trying to recover from the 2022 Northern Rivers floods and the subsequent evacuation in 2025, noting it just hasn’t really stopped raining for long.I had applied for my house to be raised, I waited a year to find out they hadn’t got back to me because they lost my paperwork. I appealed got a review, and got anpproval for house to raised. All of which is a lot of time and effort and not easy.Did I mention no one helped me, I’m a senior, there’s been a lot of heavy, even Council stopped the one trailer free to tip, I discovered after borrowing trailer and lifting heavy things into it, only to have to bring them home. For work to be done I’ve had to demolish carports and aviaries, because they had birds I had make new aviaries down the back shady yard and keep birds warm in very cold and wet winter. I did save to pay people to weld aviary BUT that was like watching Laurel and Hardy and that aviary is still in pieces.It has taken a long time to meet all the documentation requirements and building approvals and been a lot of work and I feel like it’s been false hope. I’ve done so much for nothing, I feel helpless and hopeless, like it’s not worth trying anymore. The Raising House Program contacted me this week and said they will only cover costs of existing building areas, which means I have a back deck raised but they won’t cover stairs, or railings. what this means is if there’s a fire and I go to back deck, I have to jump off 2 metres, I can’t al this moving things caused me to have a hip replacement, and a knee replacement. Also, they’ll only cover stairs from front door to ground and not the walkway to side door, which means to get to electricity metre box I’d have to use a ladder. Everyone knows you often find out the power is out when the lights go off, at night, and here it is usually raining or cold.I’ve waited so long got help, I’ve done so much work for nothing, I’ve been living in a scrap yard, my house is like a cupboard full of boxes of things I can’t access, I’ve had to put up sheds to store stuff that has been ruined by rain. I’ve wasted years trying to recover have no friends, or family, I feel overwhelmed, anxious.The only family I have is my severely disabled brother, I’ve been his guardian for 15 years and engage carers, do shopping, meet medical needs, all his needs,"
130,"Hi,I've been feeling depressed for a while now, I haven't been able to keep a job and most days I'm fighting my mind just to have a functional day it's not that I don't want to enjoy life but I'm overwhelmed but not having money doesn't help, my mum recently passed and a whole other plethora of family issues are constantly on my mind I'm just worried for the future and it seems like anyone I try to tell this to just dismisses it as being rebellious, I don't really know if typing this here will help but I thought I'd try I value my well-being and am trying what I can."
131,"Hey, Im currently on a medication but I will be tapering off this week. I’m so anxious about the panic attacks coming back and that constant anxiety that could not be shaken."
132,"I'm 55 and moved back to my home town to look after my father with dementia, I'm struggling with anxiety which I've had on and off for long time. Started back on some medication and looking to get back into see psychologist. Was involved in activity's but since anxiety has come back struggling to get out and be involved in things. Working hard to get back on track but hard with my mum as I am struggling to communicate with her and give her the conversation she deserves. Having a good day then a not so good day after getting hopes up as I think I'm coming good. I try and do what I can to contribute in the house but feel guilty as mum and dad should be reliant on me now."
133,"I know it sounds completely insane, and I am on some new medication so maybe I am going crazy at the moment; but I am so scared that we are becoming so overpopulated that we are all forced to live in small apartments in the future. The more people, the more houses will be destroyed and replaced with giant sky scrapers...all i wished for in life was to have a house and a garden and peace and quiet and it seems we won't get this at all anymore... I am getting more and more anxious about the future, especially how everyone is encouraging bringing more people into the country, it is driving me insane! Not to mention it will all become too expensive to the point we won't be able to afford a house anymore I just want a home and a big dog, why is something so simple now impossible to have in this day and age?"
134,"So, basically, my whole life I've struggled a lot in social situations and had a lot of trouble making friends. My therapist thinks I have autism, which would explain a lot- especially how I interact with others. As I got older, I learned the 'formulas' of starting friendships and managed to actually make some really good friends. Now, a newer friend has asked me out. I want to focus on managing my depression before even considering a relationship (I've been especially struggling lately). My anxiety is spiking because I don't want to lose a friendship by saying no, but I also don't want to lose a friendship by being rude and not answering for ages. This friend is someone I feel unusually comfortable around (normally I take ages to warm up to people and I mask a lot) so I really don't want to blow it. I feel like a bad person for freaking out. Is this another thing everyone knows how to handle except for me, or am I overthinking again??"
135,"I've been experiencing anxiety and depression since my teens (now 38) and have managed to keep at least a semblance of being functional (keeping job/friends etc) until recently. At the start of the year I lost my dad (complicated relationship) then I recently lost my nan who was a big part of my life until dementia stole her away. During all this I have been dealing with my mum being diagnosed with alzheimers - having to put her into care (I'm her decision maker so literally carrying the guilt of putting her there) and my step dad suffering a medical crisis and requiring multiple surgeries. All the while being assessed for autism (per gp suggestion) Throughout this it feels as if my anxiety just keeps building and building higher with barely any relief- I struggle leaving the house except for work and even then I have massive panic attacks on the way to work, I forget to take my medication as all this anxiety is causing fatigue. I can barely manage self care at all- feels as if I'm losing the self I was under all the stressors and anxiety. I know I should see my gp- but the problem is I feel like I'm being 'weak' and taking up their time over this. I've tried telling my sister a little of what is going on- ie said I'm struggling visiting mum (she's recently become agressive/im called daily with issues as her ower of attorny) because anxiety is so bad and she responded that it's better I go in even if it makes me a 'bit uncomfortable ' as it deescalates her behaviour. But it's not just' a bit uncomfortable' - it's full on fear and panic, shaking,crying spiralling. At one point standing on the train platform contemplating bad options not because I wanted to hurt myself but just wanted a moment of peace/not being anxious. I dont know how to get my sisters to understand this when they've never been this way- they get a little anxious but have never (as far as I'm aware) been to the level I am. They're outgoing, confident people compared to me. I feel as if I keep going on this path it's not going to end well but don't know how to get out of this anxiety hole."
136,"have slipped back into a deep depresion due to feeling so lonely as i live with Cptsd depression and OCD and find it hard to socialise or make new friends yet i find myself yerning for friendship mainly somone to talk to about my problems, yes i see a scy every 6 to 8 weeks but i havent been able to get in and its the longest i have gone without talking to my therapist, i just want to hang out and talk either with ppl that have been going through the same thing or just anyboody who can advise me on how to get through the worse and sttart to make me feel better as a person Reply"
137,"I am just getting over the flu and trying to get back into my daily life & work however I’m feeling like I’m burned out and I am so anxious to get back into my work. I work 1:1 with clients and am a professional at what I do however I keep getting this feeling like I am not good at it and the anxiety from getting back into the work that I have worked so hard for is getting to me.Is this normal and is this just my body telling me I need to take time to recover more because I do love what I do, I want to continue doing it but I keep getting this anxiety."
138,"Hello, This is my first post. I am 55 year old male, happily married with a couple of awesome kids and financially secure. Unfortunately I have suffered from depression and anxiety badly for the last 4 years. My anxiety seems to be getting worse. I am afraid of many things. I am afraid to drive on the highway, am terrified to try and teach my daughter how to drive and an very scared of an upcoming overseas trip. For some reason I am just terrified that something horrible is going to happen to one of my kids and I feel as though I may contribute to this by making a mistake or having a panic attack whilst driving with the family in the car etc. I also used to play lots of sports but am frozen with anxiety these days and really struggle with performing any sporting activities without my anxiety taking over and causing me to freeze. Not sure if anyone can relate to these feelings and or offer any advice?"
139,"I have been struggling with (undiagnosed) anxiety. I have bouts of it. I will be feeling fine and then will do something or have something happen that triggers it and my mind catastrophises it. So for example:- I googled and printed some ben 10 pictures for one of my kids on the work computer during my lunch hour. Not something I normally do, and then i spent the whole afternoon silently freaking out that maybe one of those pictures could have had a virus that I have now downloaded and I will have to explain to work about the pictures. I ended up binning the pictures because they caused me so much anxiety to look at. - if I go past a mobile speed camera, even though I know I was doing under the speed limit, I will start to question myself. Maybe I wasn't under the speed limit and then spend the next two weeks checking the app for a ticket. These types of incidences and triggers seem to be happening more and more. Generally every day I have to check things are locked/ turned off like three or four times. I feel like I am spending so much time fighting myself that taking on life is exhausting. I am a mum of twin boys with behavioural/developmental issues, working full time and paying off a house. I feel like I am responsible for everything and my partner just has no responsibility. I need to tell him to do things to get them done (e.g. housework, drop offs for kids, etc). He isn't on the mortgage as he has child support/student loan debts that i wasn't aware of until after we had kids. He is concentrating on paying those off but it means he can't help paying extra off the house. Sorry for the rant. I have put in Doctor's appointments and chickened out on keeping them. I just need a break from the anxious feelings and don't know how to voice that to a doctor to get help."
140,"I have been having panic attacks more recently and when that happens I overthink loads and have loads of negative thoughts. Like I think i’m not smart enough, I’m not pretty enough, I am useless, nobody’s cares about me. I feel awful and I can do nothing when this happens except try to breathe and wait it out. I would love suggestions about how I can try to relax when this is happening. I am already taking medicine and seeing a therapist and I don’t know what I’m supposed to do, I feel so alone."
141,"Hi all, I have been sick since December. The doctors are not quite sure what it is. I have had every test you can think of. They think I have gastroparesis ( which is my stomach is emptying too slowly) I have nausea, pain in the stomach and loss of appetite. Since then I have become very anxious about anything. Has anyone been through this. Please let me know. Wishing you all a great day. 🥰"
142,I feel like I can talk to anyone about anything I told one of my friends about my stuff that being going on and then someone told me that I wasn’t allowed to talk to anyone and now I feel like I can’t talk to anyone and I don’t want to be here
143,I have had numerous sleepless nights because of restless legs Sometimes I only have 2 hrs sleep i take medications on prescription and over the counter pain killers Have numerous showers Am desperate to find some help Doctors have given me no treatments to follow or drugs for RLS I have been diagnosed with Peripheral Neuropathy Anyone with same problem
144,"Hello.I've always been an anxious/nervous person. I struggle with mental health as well. Recently I started a call centre job, never tried it before. The training was promising but the day we started on phones I had a very painful panic attack. I froze, I had to leave early.I went to a doctor, first time going for anxiety, usually it's for anti depressants. I tried going into work yesterday and today, same result. I even tried to ask the team leader if I could listen in to a coworker's call for the first hour just to work myself up to it but they said no. I don't like disappointing people so when customers naturally got frustrated at me it made things worse (calling me incompetent or demanding a team leader). I apologised and said I was in training. Consecutive calls I kept failing people, my brain just kept freezing. I broke down again and spoke to a team leader to see any other options I could do my job but sadly there wasn't, they said that type of industry might not be right for me, so I made the shameful decision and resigned. I've never felt so frustrated at myself that I couldn't handle it. I live with my friend who I see as family (my real family disowned me a very long time ago) but they are also my landlord. They've said in the past if I quit a job quickly they'd be upset/disappointed in me. I don't think they'd evict me but I don't have savings, I'm hoping centrelink will be able to help in the mean time (I can assure you I'm applying to many jobs, just nothing that's call centre work. I already have a job interview for next week). My issue is that I am absolutely petrified of letting my housemate know I've resigned. Usually I'm always open and transparent to them about everything but this is the one thing I'm too ashamed to admit. So while I job hunt I have to essentially hide outside of my home (they work from home). I don't know how long I'll be able to do so. Sorry, this seems so silly."
145,hi i am a 25 year old woman.i suffer from bad anxiety and depression. get called fat by my mum and when i was young i used of got hit by my mum dad and brother.got kick out of the house so many times made to sleep on the street .i got trick in thinking someone love me at a young teenage years and got trick to sleeping with them .i get called name off my own family near everyday and get told there rather me gone then been here .i try therapy and that seem to help for that day then the pain all come back to me the very next day.
146,"Hey, honestly I don’t even know where to start but my partner and I have been in a long distance relationship for almost 3 months now after having been together for 2 years. he’s moved back home with his family 2 states away so visiting is hard on top of the fact that I’m not welcome at his mums place which is where he is living. We plan to have me move but money is a bit of an issue with that. I just feel incredibly lonely all the time, and am unsure on how to be on my own. Along with all of the overthinking thoughts that go along with this situation ( obviously I trust him wholeheartedly ) we have visits in place and always call at least once a day even on busy days. I just really miss him and feel stuck"
147,"Hi everyone, Thanks for letting me post on this. I have worked for a great organization for the past 19 months. Even though the org is great, unfortunately, my role with the org is completely unique - wearing 5 different hats in a part time role. Within two weeks of starting, there was a traumatic event that I have not recovered from. The role itself is extremely stressful even without having that traumatic event, and because it is so different from others, my peers and bosses are not compassionate. The bosses only see their specific role and KPIs without considering that I need to keep 5 balls in the air at any one time. They frequently schedule mandatory meetings that overlap or happen out of work hours. It seems like the only time the CEO and my main boss calls is when I am off the clock, and these end up taking an hour or so. In June, I had my first ever anxiety attack, and it happened at the job in the corporate office which is interstate. I saw a GP who diagnosed the anxiety attack caused by work, and I told my main supervisor about it and what spurred it on. I also asked for support so that I could succeed. He seemed supportive on the outside, and even agreed to pay some of the hours that I was regularly working. The following month, I attended another meeting in the corporate office and had a second anxiety attack after a consultant said to the group that if we weren't in-stride with our jobs that we were going to have physical and mental health problems and ultimately risk death from work. I had developed both anxiety and physical manifestations as a result, and I almost harmed myself accidentally during the meeting. I escalated the concerns to one of my other bosses about how my role wasn't sustainable, and she said that they had 10 people in the role over the past 12 years and that nobody was successful in the role. I escalated it again to the CEO who said that my wellbeing was the most important and that she accepted by resignation. I DIDN'T RESIGN! My main boss called an hour later and asked for my end date, and I once again said that I didn't resign. I put in a worker's compensation claim with a law firm and have since had a private investigator call me and have a psychiatric exam next week. I also am seeing a psychologist and my GP regularly. I've bee off work for the past month, and am very anxious about whether the claim will be accepted. Is there a loophole that will make this rejected?"
148,I’m willing to attend psychological counseling to address this issue.I’ve been considering counseling to better understand and manage my behaviour.
149,I am scared of anything now could make me sick. My muscles so tend. And i am so anxious
150,Hi am suffering with high anxiety and fear have been for months and am so frustrated I’ve tried everything
151,"Hello, Im sure other people suffer from health anxiety and I do too, and it’s really bad. Considering my age, I’m very young but even the tiniest throb, headache, cough worries me and it’s draining me faster and worse than my own health can. It’s extremely scary and I can’t seem to find people with similar constant Symptoms that come with their anxiety, no matter how much research I do so I’m convinced it’s something bad. Which makes me feel unmotivated to do absolutely anything, I leave things to the very last minute and I can’t even keep up with basic hygiene because I feel like there’s no use, also makes me feel awful. When I do get random boosts of motivation (rarely) or feel like I can calm down, I immediately can’t anymore, I tense up or get even slightly anxious that something bad will happen after that and that’s the only reason I was allowed to be “normal” for a bit, so I leave that and force myself to feel more down and empty, But in general everything feels meaningless at the same time. If anyone feels similar I’d love for a reply!"
152,"Hello Everyone, this is my first post. It's a lovely sunny day here. Over the last year, I have made so many transitions including shifting state. I have also had some health challenges. This has all left me with anxiety and depression. I think one of the main challenges i have is loneliness. My friends and family live at a distance. They have their own lives and do not want to be a burden (even though they have welcomed me to reach out anytime)"
153,"I suffer with extreme health anxiety... And I mean extreme. Last weekend I suffered from searing chest pain, that radiated to my shoulder blade. I thought I was having a heart attack. I went to ED and had loads of tests and they all came back fine. However I was informed I had a heart murmur. Now im 54 years old and never been told that before. My anxiety went through the roof. 8 days later I saw my GP, who listened to my chest and said yes, I had a murmur... He said it was a grade II Systolic Ejection Heart Murmur and I was referred to Cardiology. I made an appointment for an Echocardiogram ASAP, because I am supposed to go on holiday soon. I paid privately to get it abd a stress test done and my mental health is in bits... I literally cant cope. I have googled until I feel sick and now believe I have heart failure and my life is over. A 54 year old man doesn't just suddenly get a murmur unless there is something seriously wrong. I just don't know what to do or who to turn to.. I feel sick and ill everyday. I have palpitations and cant tell if it's the anxiety or murmur. This is a nightmare!"
154,"(Thank you so much for reading this, it really means a lot to me and I don’t have anywhere else to discuss this safely) So this year, I don’t know why but my mom keeps judging me for what I eat, or even my weight. I am naturally a bit chubby, but that’s it. I don’t know why but today her words hit me like a brick. I felt extremely upset. Usually when she points out my weight I feel proud of who I am and grateful for the foods I get to eat. Today I had a dish I hadn’t had in a while, which was rice and chicken and due to it being a dish I like and hadn’t eaten in months, I instantly ate down roughly two small bowls which wasn’t much. I felt hungry at about 10 PM again, so I come down for another since I really missed the dish. Before I even got to eat it, my mom yelled that I’m obese and I eat too much. I am not obese, and I am just a bit chubby naturally, that’s all. I’m happy with my body as it is and appreciate all the actions it helps me do everyday. But today felt different. I felt like I was going to burst into tears because of her comment. She called me obese in front of her and I’m not obese. I don’t get why she likes to point out my weight and say I’m overweight. But today she called me obese and said that it’s my fault. I can’t help it, I’m still a teenager and I’m growing. I tend to get hungry quickly because I’m really busy drawing, playing games on my computer and talking to my friends. I also walked a lot outside today and had to give my lunch to my friend because he felt hungry. So I got more hungry today. If only my mom understood (Which I have told her about what I did today) then she wouldn’t hopefully call me obese and judge my weight. I don’t know how to feel about my body anymore. I’m grateful I’m not rib-thin but I just want to be myself. She keeps telling me that I need an hourglass torso like the other girls, and she tells me that I need to be slim, feminine and beautiful. I don’t like that at all. I’d say I’m quite a tomboy myself but I really don’t want to fit into modern standards or her standards at all. For example she tells me that I should get thinner so I should wear this dress or this skirt. I don’t like skirts and dresses and would rather wear pants, or a suit. What to do really.. I’m really tired of her commenting on my body and on what I eat, along with me not being feminine to fit into modern standards. I just want to be myself really."
155,"I am a 63 years old spinster who has a few mental health problems to say the least. They include anxiety, OCD, paranoia, depression, agoraphobia, social phobia, hyper-sensitivity and suicidal thoughts to begin with. I have been isolated for decades with no friends or contact with my family, which is my fault as I have isolated myself and I don't want to be a burden. They once told me I'm very depressing and negative which is probably true. I find it very difficult to connect with people because I mistrust them and over think everything they say to the point I am left exhausted. I'm on medication and it helps with my OCD but nothing else, and like many others, cannot afford counselling. I retired in 2019 as I had a breakdown at work due to bullying. I have no self confidence, and see myself as repulsive. I only leave my house once a week to food shop and I cover my face with a large hat and wear sunglasses and have headphones on to try and hide. I wish I knew how to enjoy life on my own but have been made to feel such shame and guilt. I'm also being bullied by my neighbours who play cruel jokes on me so I often ring Lifeline when it gets really bad. In Feburary they set off fireworks right outside my house which terrified me as the sparks landed in my front yard and roof also they like to tip my wheelie bins over. I've never bothered any of them but they are a small gang of four roughly the same age as me but unlike me they are very social. I can't remember the last time I felt safe and happy. Sorry but I'm feeling very overwhelmed with life."
156,I don’t know where to start really so I’m here. I have adhd and autism among others and I’ve recently been feeling pretty bad. My anxiety which I thought I was handling well has reared its head in another why to what I was used to so I didn’t see it coming. It’s very sneaky. I know how lonely it feels and I just don’t want anyone else to feel that way.
157,"Hi, it is my first time to open up about my struggles, but I feel I can't take no more. My daughter is experiencing an autistic burn-out for months, and I can't manage it anymore. I can't even manage our everyday life! We are only to of us, no family or friends around us, no one to help. No one to listen, or to trust."
158,"First time here and first time in my life I have felt the way I do at the moment. I am just wondering though what people do when the help options open to them are small and ultimately can't help solve the situation. I am middle aged and always had to care for my mum since I was 16 years of age, she is a perfectly functioning adult but NCD (Narcisist) to the core and has manipulated my life to a point where I have no friends or indeed anyone left in my life. I am 100% isolated and alone and at her mercy. She is a very nasty woman but for some reason I just feel compelled to keep looking out for her. Everyone says set boundaries, but if you have ever dealt with a person like this you know that can be almost impossible. I now have major anxiety and depression going on from both home and work issues where once I mentioned I cared for an elderly person they work turned on me and tried to get me to resign. They are still pushing me to get out which is just adding to the stresses. I have an elderly dog who is my world who is also getting sick and I am constantly (like 24/7) watching him as he is about all I have left. I am just at that point of wanting to walk away from it all and start a new life. But I know I will take guilt with me that I am unsure I could live with and even then I have no idea how I would afford to start again and be safe. So back to the question. Does anyone know who you turn to for help on the basics to just get through another day at a time?"
159,"Hi. I'm 65 and work in retail. I've been doing a non stress job and stupidly, took up an offer to learn an admin role. It's fast paced, the phone rings all day and I have quite a lot of computer work to get through. I'm chasing my tail all day and mentally exhausted. I'm not retaining knowledge, I'm no good with pressure or problem solving. So afraid of making mistakes. Not sleeping, eating and it's all constantly in my head. I cannot quit as I'm replacing another staff member who is having surgery. I feel like I'm in a prison with no escape. I cry a lot and have broken down at times at work. How I yearn for my non stress job. What do others do to cope with this. Thanks"
160,Ive been with my boyfriend now fiancé for 3 and a half years and about a month ago I’ve started getting very high anxiety when ever he touches me from hugs to being intimate. I’ve been very close to panic attacks. I’ve tried explaining that I don’t want to be touched at the moment which seems to have done nothing but upset him and I don't know how to fix this. I don’t know how to fix me.
161,"Hi everyone, I'm having a horrible week, so just thought I would post to see how everyone else is going? I'm having a hard time getting out of the shame spiral this week, but trying to remember this is only temporary. Anyway, hope others are well, happy to chat about anything."
162,"I’ve never written on a forum like this before, but I’m struggling and I have no-one I can talk to about what I am going through. I’m insecure, have low self-esteem, am taking a sabbatical from work (have worked most of my life, I’m in age range 50-55) and have never felt so low. I’m trying to find the answers to all my questions and thoughts, and everything points to journaling and positive affirmations / self-talk. I have no energy and feel lost, stuck and unable to make decisions. I’m trapped in my head and trying to work out what to do. I have been with my partner for many years, and recently, started a new relationship with someone, but I just feel permanently low, like I am people-pleasing but I’m too scared to even ask ‘what do I want?’ I feel like I’m the only person in the world who feels this way, and when I look at others I think how happy they look, why can’t I be happy? Why can’t I…and then the cycle goes on and on and on. I’m afraid of life. OK stopping now as I’m not getting anywhere, but maybe someone out there has some advice or guidance or suggestions on how I survive at this thing called life (sounds a bit dramatic I know, but genuinely struggling). Thank you in advance."
163,"I am wondering if anyone else on here is waking up with feelings of agitation, on the angry and unsettled side of things? I have read it is part of generalised anxiety disorder and that it is a build up of cortisol which peaks in the morning.. How do you cope? Does exercising alleviate the condition? Or daily relaxation sessions? I would like information on this. Thank you."
164,"Hi community. This is my first post and I have experienced anxiety my whole life but fought it always. But in the past few years I had a breakdown due to an extremely stressful situation. Ever since I'm like a egg shell that's cracked all over but still has the egg inside. Fragile. Just a few days ago I had a crazy day where I was completely crippled by anxiety. Dry reaching and vomiting. Crying and restless like crazy. Scared out of my mind and thinking how can I function. I'm a wife and mother of 5 little ones. And I'm expected at work tomorrow. My meltdown culminated in myself and my husband ( who was really worried) working out the cause. We were about to sign a contract I think I knew we couldn't afford. Once this was sorted we decided not to go ahead I immediately felt 100 times better. However 3 days later, I'm still feeling so bad. Nausea, wanting to cancel everything that I'm expected to show up to. Wanting to stay in bed. I'm crippled again but in a quiet way. Not like the extreme episode the other day. This feels sadder. I feel broken and I'm letting everyone down . That egg shell is really crumbly. I hate being so fragile that my family can't do things. I want to be strong."
165,"There are words or thoughts and they keep repeating in my head and I can't make it stop. I have heard about echolalia and even internal echolalia and suspect that I do have that but this is different, I can't make it stop, they won't stop and I don't want the words they're words I don't want and they won't be quiet but I know it's me it's not a voice in my head it sounds like me and it feels like me which makes it worse because it won't stop and I can't make it stop but it is me it has to be me because it's my voice, the one that reads all my thoughts and he can't be someone else he's me. But he won't stop and I just want to know how to make him stop."
166,"I feel no one is supporting me. I have a stalker and it started May 2025. I gave the police a report including his photos but they cannot do anything because I was not physically harm. They don't understand how this affect me mentally and emotionally. It seems they are protecting this guy and not me. The police said, they will talk to my stalker meaning they will know this guy but they couldn't tell me who he was, because I would like to apply an AVO but this police did not apply for an AVO. They are protecting this guy who violated my human rights. I thought, stalking is a crime here but they protecting him not me. They protecting a man who did wrong and not me, the victim. I know what stalking means but these police are protecting this middle-aged man. These policemen are protecting this man who commits crime and they should know that this man has no right to stalk someone or follow someone. The police said, maybe this old man is lonely who just wanted to talk. But it is still not right to follow someone. It happened 7 times in different places, and it is creepy seeing him in any place I go. It is not a coincidence, because he followed me 7 times already. It's a pattern. Same man and same behaviour but all my efforts of recording those incidents were ignored. I am tired already watching my back every time I go out, I am tired already of observing, recording or reporting to the police. I have do much anger in me. I am not interested with any man and never talk to a stranger it's because I am lonely. I don't talk to a stranger especially to a creepy like him. Who do you would like to make friends to this kind of man. Who do you think would like to make friends with a stalker. No one I think, because he is creepy. These police don't really care. All my efforts were ignored and wasted. They said, my stalker did not hurt me. So, they will only act if I am hurt. The police will act if something happened to me. The stalking started May 2025. And I know, he is not the only one. He is still out there and even uses other people to monitor me. I have photos of his stalker's proxies. I am not stupid not to notice those men amd their behaviours but it seems no one believe me. I do not understand these police, why they can't find a solution for this. That's why, we have lots of victims of stalking being unheard including me. I want to fight him until he gets what he deserves but every time I approached people, they don't help maybe because I am an Asian not white. And I am more angry now, and starting to lose hope that this will ever stop and these police are not fair to all people. I thought the police here are very good and helpful but I was wrong. They oath to protect innocent people bu, no, they are protecting the criminals. They choose only who they wanted to help. They will only act if someone hurt or died. Wearing police uniform but they don't respect true justice."
